PL_01x01
i        j       Height(m a.s.l.)
12       9       5.10000E+02
12       10      4.35900E+02
12       11      3.85000E+02
12       12      3.98500E+02
12       13      4.06600E+02
12       14      3.82400E+02
12       15      3.56400E+02
12       16      4.24300E+02
12       17      5.82500E+02
12       18      6.61400E+02
12       19      7.72200E+02
12       20      8.77600E+02
12       21      7.18700E+02
12       22      5.20400E+02
12       23      4.71300E+02
12       24      4.25100E+02
12       25      3.81900E+02
12       26      4.08100E+02
12       27      4.89000E+02
12       28      5.46300E+02
12       29      5.66400E+02
12       30      6.16800E+02
12       31      5.97800E+02
12       32      5.74900E+02
12       33      6.89200E+02
12       34      7.24900E+02
12       35      6.00500E+02
12       36      4.73900E+02
12       37      4.03500E+02
12       38      3.46300E+02
12       39      2.75600E+02
12       40      2.07700E+02
12       41      1.52700E+02
12       42      1.21900E+02
12       43      1.04600E+02
12       44      8.74300E+01
12       45      7.88100E+01
12       46      7.82400E+01
12       47      8.57800E+01
12       48      8.71000E+01
12       49      6.56800E+01
12       50      4.45500E+01
12       51      3.88600E+01
12       52      4.02800E+01
12       53      4.03500E+01
12       54      3.73900E+01
12       55      3.70400E+01
12       56      3.91100E+01
12       57      4.59300E+01
12       58      5.45100E+01
12       59      6.07200E+01
12       60      6.53900E+01
12       61      6.92300E+01
12       62      6.96900E+01
12       63      5.90500E+01
12       64      5.05300E+01
12       65      5.64400E+01
12       66      5.51800E+01
12       67      3.02800E+01
12       68      9.09700E+00
12       69      6.70600E+00
12       70      5.59200E+00
12       71      2.22600E+00
12       72      2.62400E-01
12       73      3.17300E-02
12       74      6.10200E-01
12       75      2.96000E-01
12       76      0.00000E+00
12       77      0.00000E+00
12       78      0.00000E+00
12       79      0.00000E+00
12       80      0.00000E+00
12       81      0.00000E+00
12       82      1.05800E+01
12       83      3.28100E+01
12       84      3.07200E+01
12       85      1.77000E+01
12       86      1.92000E+01
12       87      3.66900E+01
12       88      8.94700E+01
12       89      1.17100E+02
12       90      9.41400E+01
12       91      1.11400E+02
12       92      1.31800E+02
12       93      9.50000E+01
12       94      8.13700E+01
12       95      1.19900E+02
12       96      1.49800E+02
12       97      1.49600E+02
12       98      1.40500E+02
12       99      1.43300E+02
12       100     1.51300E+02
12       101     1.58800E+02
12       102     1.71600E+02
12       103     1.78900E+02
12       104     1.81400E+02
13       1       1.44000E+03
13       2       1.24100E+03
13       3       1.13100E+03
13       4       1.18100E+03
13       5       1.08100E+03
13       6       8.92700E+02
13       7       7.27500E+02
13       8       6.11700E+02
13       9       5.74700E+02
13       10      4.95500E+02
13       11      3.87700E+02
13       12      3.46800E+02
13       13      3.68700E+02
13       14      3.87100E+02
13       15      3.89600E+02
13       16      4.64200E+02
13       17      6.13500E+02
13       18      7.11600E+02
13       19      8.30400E+02
13       20      9.22900E+02
13       21      7.48600E+02
13       22      5.04000E+02
13       23      4.33900E+02
13       24      4.08400E+02
13       25      3.59300E+02
13       26      3.74400E+02
13       27      4.52300E+02
13       28      4.98900E+02
13       29      5.06400E+02
13       30      5.06500E+02
13       31      4.53700E+02
13       32      4.30000E+02
13       33      5.85500E+02
13       34      7.25300E+02
13       35      6.42400E+02
13       36      5.16100E+02
13       37      4.48600E+02
13       38      3.66400E+02
13       39      2.80400E+02
13       40      2.05500E+02
13       41      1.39700E+02
13       42      1.01800E+02
13       43      8.87000E+01
13       44      8.46400E+01
13       45      8.32700E+01
13       46      8.24200E+01
13       47      9.18500E+01
13       48      9.58000E+01
13       49      6.88400E+01
13       50      4.32500E+01
13       51      3.93600E+01
13       52      4.20100E+01
13       53      4.22400E+01
13       54      3.90000E+01
13       55      3.88800E+01
13       56      3.90200E+01
13       57      4.32100E+01
13       58      5.11600E+01
13       59      5.43000E+01
13       60      6.08900E+01
13       61      7.46700E+01
13       62      8.38100E+01
13       63      7.08500E+01
13       64      4.68000E+01
13       65      3.93500E+01
13       66      3.77100E+01
13       67      2.42200E+01
13       68      1.23000E+01
13       69      7.94400E+00
13       70      2.77600E+00
13       71      7.70800E-01
13       72      1.83000E+00
13       73      3.14500E+00
13       74      1.63600E+00
13       75      1.84900E-01
13       76      1.85000E-02
13       77      0.00000E+00
13       78      0.00000E+00
13       79      0.00000E+00
13       80      0.00000E+00
13       81      0.00000E+00
13       82      1.50200E+01
13       83      4.20000E+01
13       84      4.13000E+01
13       85      2.87100E+01
13       86      3.26900E+01
13       87      5.17800E+01
13       88      8.27200E+01
13       89      9.74100E+01
13       90      1.01100E+02
13       91      1.22400E+02
13       92      1.35400E+02
13       93      1.17600E+02
13       94      1.16500E+02
13       95      1.54200E+02
13       96      1.74100E+02
13       97      1.63200E+02
13       98      1.53000E+02
13       99      1.52300E+02
13       100     1.58100E+02
13       101     1.70900E+02
13       102     1.85300E+02
13       103     1.90800E+02
13       104     1.89600E+02
14       1       1.48200E+03
14       2       1.29500E+03
14       3       1.15200E+03
14       4       1.16700E+03
14       5       1.16600E+03
14       6       9.35000E+02
14       7       7.05600E+02
14       8       6.35900E+02
14       9       6.13100E+02
14       10      5.27300E+02
14       11      4.08500E+02
14       12      3.38900E+02
14       13      3.43800E+02
14       14      3.76600E+02
14       15      4.00500E+02
14       16      4.62500E+02
14       17      6.32600E+02
14       18      8.50300E+02
14       19      9.55900E+02
14       20      8.97600E+02
14       21      7.20700E+02
14       22      5.38900E+02
14       23      4.53300E+02
14       24      4.23900E+02
14       25      3.79600E+02
14       26      3.62300E+02
14       27      4.04200E+02
14       28      4.62400E+02
14       29      4.80600E+02
14       30      4.16800E+02
14       31      3.28700E+02
14       32      3.03300E+02
14       33      4.61700E+02
14       34      6.61500E+02
14       35      6.45400E+02
14       36      5.51500E+02
14       37      4.71400E+02
14       38      3.69800E+02
14       39      2.79300E+02
14       40      1.97300E+02
14       41      1.32500E+02
14       42      9.81900E+01
14       43      8.82700E+01
14       44      9.01000E+01
14       45      9.59200E+01
14       46      9.43400E+01
14       47      9.98300E+01
14       48      1.05300E+02
14       49      7.58300E+01
14       50      4.51800E+01
14       51      4.05800E+01
14       52      4.24400E+01
14       53      4.16800E+01
14       54      4.16600E+01
14       55      4.67900E+01
14       56      4.65800E+01
14       57      4.21000E+01
14       58      4.51700E+01
14       59      5.15900E+01
14       60      6.21500E+01
14       61      8.32900E+01
14       62      1.01000E+02
14       63      8.90900E+01
14       64      5.79500E+01
14       65      3.67400E+01
14       66      2.42700E+01
14       67      1.73000E+01
14       68      1.60500E+01
14       69      1.02800E+01
14       70      1.76800E+00
14       71      5.62500E-01
14       72      7.23800E+00
14       73      1.20000E+01
14       74      3.57700E+00
14       75      6.59700E-01
14       76      2.08400E-01
14       77      0.00000E+00
14       78      0.00000E+00
14       79      0.00000E+00
14       80      0.00000E+00
14       81      0.00000E+00
14       82      1.43300E+01
14       83      4.26700E+01
14       84      5.17100E+01
14       85      4.21800E+01
14       86      4.29000E+01
14       87      5.64300E+01
14       88      7.05600E+01
14       89      9.00300E+01
14       90      1.12800E+02
14       91      1.31300E+02
14       92      1.41200E+02
14       93      1.29000E+02
14       94      1.28400E+02
14       95      1.63800E+02
14       96      1.80900E+02
14       97      1.68800E+02
14       98      1.61400E+02
14       99      1.63400E+02
14       100     1.70400E+02
14       101     1.88200E+02
14       102     2.04700E+02
14       103     2.04200E+02
14       104     2.01300E+02
15       1       1.52400E+03
15       2       1.36500E+03
15       3       1.23100E+03
15       4       1.18700E+03
15       5       1.11900E+03
15       6       8.73100E+02
15       7       6.59100E+02
15       8       5.93700E+02
15       9       5.72800E+02
15       10      5.27800E+02
15       11      4.33400E+02
15       12      3.65400E+02
15       13      3.60300E+02
15       14      3.84000E+02
15       15      4.09200E+02
15       16      4.69000E+02
15       17      6.83500E+02
15       18      9.84900E+02
15       19      1.03300E+03
15       20      8.08400E+02
15       21      6.24400E+02
15       22      5.54900E+02
15       23      5.06300E+02
15       24      4.63600E+02
15       25      4.16300E+02
15       26      3.75600E+02
15       27      3.77800E+02
15       28      4.39800E+02
15       29      4.75900E+02
15       30      3.94800E+02
15       31      2.94100E+02
15       32      2.55700E+02
15       33      3.40300E+02
15       34      5.36800E+02
15       35      6.49900E+02
15       36      6.03000E+02
15       37      4.87100E+02
15       38      3.79500E+02
15       39      2.77500E+02
15       40      1.82400E+02
15       41      1.31900E+02
15       42      1.08500E+02
15       43      9.51600E+01
15       44      9.82700E+01
15       45      1.06300E+02
15       46      1.07500E+02
15       47      1.09000E+02
15       48      1.04100E+02
15       49      7.65500E+01
15       50      4.97800E+01
15       51      4.17200E+01
15       52      4.04000E+01
15       53      4.00900E+01
15       54      4.64700E+01
15       55      5.65800E+01
15       56      5.49200E+01
15       57      4.57800E+01
15       58      4.63300E+01
15       59      5.33700E+01
15       60      6.52500E+01
15       61      8.80900E+01
15       62      1.08300E+02
15       63      1.02400E+02
15       64      7.04200E+01
15       65      3.74700E+01
15       66      1.79700E+01
15       67      1.47500E+01
15       68      2.02500E+01
15       69      1.41700E+01
15       70      1.65100E+00
15       71      8.33300E-02
15       72      8.95200E+00
15       73      1.71000E+01
15       74      8.73100E+00
15       75      9.02800E-02
15       76      0.00000E+00
15       77      0.00000E+00
15       78      0.00000E+00
15       79      0.00000E+00
15       80      0.00000E+00
15       81      0.00000E+00
15       82      8.63700E+00
15       83      4.26400E+01
15       84      6.22700E+01
15       85      5.24100E+01
15       86      5.24300E+01
15       87      5.70400E+01
15       88      7.36000E+01
15       89      1.11400E+02
15       90      1.32900E+02
15       91      1.40900E+02
15       92      1.42100E+02
15       93      1.28100E+02
15       94      1.35500E+02
